Chest,Shoulder,Sleeve Length,Waist,Predicted Size
99.5,43.18,19.4,100.5,1
99.5,43.18,19.4,101,1
99.5,43.18,19.4,101.3,1
100,43.18,19.4,96.5,1
100,43.18,19.4,97,1
100,43.18,19.4,97.5,1
100,43.18,19.4,98,1
100,43.18,19.4,98.5,1
100,43.18,19.4,99,1
100,43.18,19.4,99.5,1
100,43.18,19.4,100,1
100,43.18,19.4,100.5,1
100,43.18,19.4,101,1
100,43.18,19.4,101.3,1
100.5,43.18,19.4,96.5,1
100.5,43.18,19.4,97,1
100.5,43.18,19.4,97.5,1
100.5,43.18,19.4,98,1
100.5,43.18,19.4,98.5,1
100.5,43.18,19.4,99,1
100.5,43.18,19.4,99.5,1
100.5,43.18,19.4,100,1
100.5,43.18,19.4,100.5,1
100.5,43.18,19.4,101,1
100.5,43.18,19.4,101.3,1
101,43.18,19.4,96.5,1
101,43.18,19.4,97,1
101,43.18,19.4,97.5,1
101,43.18,19.4,98,1
101,43.18,19.4,98.5,1
101,43.18,19.4,99,1
101,43.18,19.4,99.5,1
101,43.18,19.4,100,1
101,43.18,19.4,100.5,1
101,43.18,19.4,101,1
101,43.18,19.4,101.3,1
101.3,43.18,19.4,96.5,1
101.3,43.18,19.4,97,1
101.3,43.18,19.4,97.5,1
101.3,43.18,19.4,98,1
101.3,43.18,19.4,98.5,1
101.3,43.18,19.4,99,1
101.3,43.18,19.4,99.5,1
101.3,43.18,19.4,100,1
101.3,43.18,19.4,100.5,1
101.3,43.18,19.4,101,1
101.3,43.18,19.4,101.3,1
96.5,43.18,19.8,96.5,1
96.5,43.18,19.8,97,1
96.5,43.18,19.8,97.5,1
96.5,43.18,19.8,98,1
96.5,43.18,19.8,98.5,1
96.5,43.18,19.8,99,1
96.5,43.18,19.8,99.5,1
96.5,43.18,19.8,100,1
96.5,43.18,19.8,100.5,1
96.5,43.18,19.8,101,1
96.5,43.18,19.8,101.3,1
97,43.18,19.8,96.5,1
97,43.18,19.8,97,1
97,43.18,19.8,97.5,1
97,43.18,19.8,98,1
97,43.18,19.8,98.5,1
97,43.18,19.8,99,1
97,43.18,19.8,99.5,1
97,43.18,19.8,100,1
97,43.18,19.8,100.5,1
97,43.18,19.8,101,1
97,43.18,19.8,101.3,1
97.5,43.18,19.8,96.5,1
97.5,43.18,19.8,97,1
97.5,43.18,19.8,97.5,1
97.5,43.18,19.8,98,1
97.5,43.18,19.8,98.5,1
97.5,43.18,19.8,99,1
97.5,43.18,19.8,99.5,1
97.5,43.18,19.8,100,1
97.5,43.18,19.8,100.5,1
97.5,43.18,19.8,101,1
97.5,43.18,19.8,101.3,1
98,43.18,19.8,96.5,1
98,43.18,19.8,97,1
98,43.18,19.8,97.5,1
98,43.18,19.8,98,1
98,43.18,19.8,98.5,1
98,43.18,19.8,99,1
98,43.18,19.8,99.5,1
98,43.18,19.8,100,1
98,43.18,19.8,100.5,1
98,43.18,19.8,101,1
98,43.18,19.8,101.3,1
98.5,43.18,19.8,96.5,1
98.5,43.18,19.8,97,1
98.5,43.18,19.8,97.5,1
98.5,43.18,19.8,98,1
98.5,43.18,19.8,98.5,1
98.5,43.18,19.8,99,1
98.5,43.18,19.8,99.5,1
98.5,43.18,19.8,100,1
98.5,43.18,19.8,100.5,1
98.5,43.18,19.8,101,1
98.5,43.18,19.8,101.3,1
99,43.18,19.8,96.5,1
99,43.18,19.8,97,1
99,43.18,19.8,97.5,1
99,43.18,19.8,98,1
99,43.18,19.8,98.5,1
99,43.18,19.8,99,1
99,43.18,19.8,99.5,1
99,43.18,19.8,100,1
99,43.18,19.8,100.5,1
99,43.18,19.8,101,1
99,43.18,19.8,101.3,1
99.5,43.18,19.8,96.5,1
99.5,43.18,19.8,97,1
99.5,43.18,19.8,97.5,1
99.5,43.18,19.8,98,1
99.5,43.18,19.8,98.5,1
99.5,43.18,19.8,99,1
99.5,43.18,19.8,99.5,1
99.5,43.18,19.8,100,1
99.5,43.18,19.8,100.5,1
99.5,43.18,19.8,101,1
99.5,43.18,19.8,101.3,1
100,43.18,19.8,96.5,1
100,43.18,19.8,97,1
100,43.18,19.8,97.5,1
100,43.18,19.8,98,1
100,43.18,19.8,98.5,1
100,43.18,19.8,99,1
100,43.18,19.8,99.5,1
100,43.18,19.8,100,1
100,43.18,19.8,100.5,1
100,43.18,19.8,101,1
100,43.18,19.8,101.3,1
100.5,43.18,19.8,96.5,1
100.5,43.18,19.8,97,1
100.5,43.18,19.8,97.5,1
100.5,43.18,19.8,98,1
100.5,43.18,19.8,98.5,1
100.5,43.18,19.8,99,1
100.5,43.18,19.8,99.5,1
100.5,43.18,19.8,100,1
100.5,43.18,19.8,100.5,1
100.5,43.18,19.8,101,1
100.5,43.18,19.8,101.3,1
101,43.18,19.8,96.5,1
101,43.18,19.8,97,1
101,43.18,19.8,97.5,1
101,43.18,19.8,98,1
101,43.18,19.8,98.5,1
101,43.18,19.8,99,1
101,43.18,19.8,99.5,1
101,43.18,19.8,100,1
101,43.18,19.8,100.5,1
101,43.18,19.8,101,1
101,43.18,19.8,101.3,1
101.3,43.18,19.8,96.5,1
101.3,43.18,19.8,97,1
101.3,43.18,19.8,97.5,1
101.3,43.18,19.8,98,1
101.3,43.18,19.8,98.5,1
101.3,43.18,19.8,99,1
101.3,43.18,19.8,99.5,1
101.3,43.18,19.8,100,1
101.3,43.18,19.8,100.5,1
101.3,43.18,19.8,101,1
101.3,43.18,19.8,101.3,1
96.5,43.58,19.8,96.5,1
96.5,43.58,19.8,97,1
96.5,43.58,19.8,97.5,1
96.5,43.58,19.8,98,1
96.5,43.58,19.8,98.5,1
96.5,43.58,19.8,99,1
96.5,43.58,19.8,99.5,1
96.5,43.58,19.8,100,1
96.5,43.58,19.8,100.5,1
96.5,43.58,19.8,101,1
96.5,43.58,19.8,101.3,1
97,43.58,19.8,96.5,1
97,43.58,19.8,97,1
97,43.58,19.8,97.5,1
97,43.58,19.8,98,1
97,43.58,19.8,98.5,1
97,43.58,19.8,99,1
97,43.58,19.8,99.5,1
97,43.58,19.8,100,1
97,43.58,19.8,100.5,1
97,43.58,19.8,101,1
97,43.58,19.8,101.3,1
97.5,43.58,19.8,96.5,1
97.5,43.58,19.8,97,1
97.5,43.58,19.8,97.5,1
97.5,43.58,19.8,98,1
97.5,43.58,19.8,98.5,1
97.5,43.58,19.8,99,1
97.5,43.58,19.8,99.5,1
97.5,43.58,19.8,100,1
97.5,43.58,19.8,100.5,1
97.5,43.58,19.8,101,1
97.5,43.58,19.8,101.3,1
98,43.58,19.8,96.5,1
98,43.58,19.8,97,1
98,43.58,19.8,97.5,1
98,43.58,19.8,98,1
98,43.58,19.8,98.5,1
98,43.58,19.8,99,1
98,43.58,19.8,99.5,1
98,43.58,19.8,100,1
98,43.58,19.8,100.5,1
98,43.58,19.8,101,1
98,43.58,19.8,101.3,1
98.5,43.58,19.8,96.5,1
98.5,43.58,19.8,97,1
98.5,43.58,19.8,97.5,1
98.5,43.58,19.8,98,1
98.5,43.58,19.8,98.5,1
98.5,43.58,19.8,99,1
98.5,43.58,19.8,99.5,1
98.5,43.58,19.8,100,1
98.5,43.58,19.8,100.5,1
98.5,43.58,19.8,101,1
98.5,43.58,19.8,101.3,1
99,43.58,19.8,96.5,1
99,43.58,19.8,97,1
99,43.58,19.8,97.5,1
99,43.58,19.8,98,1
99,43.58,19.8,98.5,1
99,43.58,19.8,99,1
99,43.58,19.8,99.5,1
99,43.58,19.8,100,1
99,43.58,19.8,100.5,1
99,43.58,19.8,101,1
99,43.58,19.8,101.3,1
99.5,43.58,19.8,96.5,1
99.5,43.58,19.8,97,1
99.5,43.58,19.8,97.5,1
99.5,43.58,19.8,98,1
99.5,43.58,19.8,98.5,1
99.5,43.58,19.8,99,1
99.5,43.58,19.8,99.5,1
99.5,43.58,19.8,100,1
99.5,43.58,19.8,100.5,1
99.5,43.58,19.8,101,1
99.5,43.58,19.8,101.3,1
100,43.58,19.8,96.5,1
100,43.58,19.8,97,1
100,43.58,19.8,97.5,1
100,43.58,19.8,98,1
100,43.58,19.8,98.5,1
100,43.58,19.8,99,1
100,43.58,19.8,99.5,1
100,43.58,19.8,100,1
100,43.58,19.8,100.5,1
100,43.58,19.8,101,1
100,43.58,19.8,101.3,1
100.5,43.58,19.8,96.5,1
100.5,43.58,19.8,97,1
100.5,43.58,19.8,97.5,1
100.5,43.58,19.8,98,1
100.5,43.58,19.8,98.5,1
100.5,43.58,19.8,99,1
100.5,43.58,19.8,99.5,1
100.5,43.58,19.8,100,1
100.5,43.58,19.8,100.5,1
100.5,43.58,19.8,101,1
100.5,43.58,19.8,101.3,1
101,43.58,19.8,96.5,1
101,43.58,19.8,97,1
101,43.58,19.8,97.5,1
101,43.58,19.8,98,1
101,43.58,19.8,98.5,1
101,43.58,19.8,99,1
101,43.58,19.8,99.5,1
101,43.58,19.8,100,1
101,43.58,19.8,100.5,1
101,43.58,19.8,101,1
101,43.58,19.8,101.3,1
101.3,43.58,19.8,96.5,1
101.3,43.58,19.8,97,1
101.3,43.58,19.8,97.5,1
101.3,43.58,19.8,98,1
101.3,43.58,19.8,98.5,1
101.3,43.58,19.8,99,1
101.3,43.58,19.8,99.5,1
101.3,43.58,19.8,100,1
101.3,43.58,19.8,100.5,1
101.3,43.58,19.8,101,1
101.3,43.58,19.8,101.3,1
96.5,43.98,19.8,96.5,1
96.5,43.98,19.8,97,1
96.5,43.98,19.8,97.5,1
96.5,43.98,19.8,98,1
96.5,43.98,19.8,98.5,1
96.5,43.98,19.8,99,1
96.5,43.98,19.8,99.5,1
96.5,43.98,19.8,100,1
96.5,43.98,19.8,100.5,1
96.5,43.98,19.8,101,1
96.5,43.98,19.8,101.3,1
97,43.98,19.8,96.5,1
97,43.98,19.8,97,1
97,43.98,19.8,97.5,1
97,43.98,19.8,98,1
97,43.98,19.8,98.5,1
97,43.98,19.8,99,1
97,43.98,19.8,99.5,1
97,43.98,19.8,100,1
97,43.98,19.8,100.5,1
97,43.98,19.8,101,1
97,43.98,19.8,101.3,1
97.5,43.98,19.8,96.5,1
97.5,43.98,19.8,97,1
97.5,43.98,19.8,97.5,1
97.5,43.98,19.8,98,1
97.5,43.98,19.8,98.5,1
97.5,43.98,19.8,99,1
97.5,43.98,19.8,99.5,1
97.5,43.98,19.8,100,1
97.5,43.98,19.8,100.5,1
97.5,43.98,19.8,101,1
97.5,43.98,19.8,101.3,1
98,43.98,19.8,96.5,1
98,43.98,19.8,97,1
98,43.98,19.8,97.5,1
98,43.98,19.8,98,1
98,43.98,19.8,98.5,1
98,43.98,19.8,99,1
98,43.98,19.8,99.5,1
98,43.98,19.8,100,1
98,43.98,19.8,100.5,1
98,43.98,19.8,101,1
98,43.98,19.8,101.3,1
98.5,43.98,19.8,96.5,1
98.5,43.98,19.8,97,1
98.5,43.98,19.8,97.5,1
98.5,43.98,19.8,98,1
98.5,43.98,19.8,98.5,1
98.5,43.98,19.8,99,1
98.5,43.98,19.8,99.5,1
98.5,43.98,19.8,100,1
98.5,43.98,19.8,100.5,1
98.5,43.98,19.8,101,1
98.5,43.98,19.8,101.3,1
99,43.98,19.8,96.5,1
99,43.98,19.8,97,1
99,43.98,19.8,97.5,1
99,43.98,19.8,98,1
99,43.98,19.8,98.5,1
99,43.98,19.8,99,1
99,43.98,19.8,99.5,1
99,43.98,19.8,100,1
99,43.98,19.8,100.5,1
99,43.98,19.8,101,1
99,43.98,19.8,101.3,1
99.5,43.98,19.8,96.5,1
99.5,43.98,19.8,97,1
99.5,43.98,19.8,97.5,1
99.5,43.98,19.8,98,1
99.5,43.98,19.8,98.5,1
99.5,43.98,19.8,99,1
99.5,43.98,19.8,99.5,1
99.5,43.98,19.8,100,1
99.5,43.98,19.8,100.5,1
99.5,43.98,19.8,101,1
99.5,43.98,19.8,101.3,1
100,43.98,19.8,96.5,1
100,43.98,19.8,97,1
100,43.98,19.8,97.5,1
100,43.98,19.8,98,1
100,43.98,19.8,98.5,1
100,43.98,19.8,99,1
100,43.98,19.8,99.5,1
100,43.98,19.8,100,1
100,43.98,19.8,100.5,1
100,43.98,19.8,101,1
100,43.98,19.8,101.3,1
100.5,43.98,19.8,96.5,1
100.5,43.98,19.8,97,1
100.5,43.98,19.8,97.5,1
100.5,43.98,19.8,98,1
100.5,43.98,19.8,98.5,1
100.5,43.98,19.8,99,1
100.5,43.98,19.8,99.5,1
100.5,43.98,19.8,100,1
100.5,43.98,19.8,100.5,1
100.5,43.98,19.8,101,1
100.5,43.98,19.8,101.3,1
101,43.98,19.8,96.5,1
101,43.98,19.8,97,1
101,43.98,19.8,97.5,1
101,43.98,19.8,98,1
101,43.98,19.8,98.5,1
101,43.98,19.8,99,1
101,43.98,19.8,99.5,1
101,43.98,19.8,100,1
101,43.98,19.8,100.5,1
101,43.98,19.8,101,1
101,43.98,19.8,101.3,1
101.3,43.98,19.8,96.5,1
101.3,43.98,19.8,97,1
101.3,43.98,19.8,97.5,1
101.3,43.98,19.8,98,1
101.3,43.98,19.8,98.5,1
101.3,43.98,19.8,99,1
101.3,43.98,19.8,99.5,1
101.3,43.98,19.8,100,1
101.3,43.98,19.8,100.5,1
101.3,43.98,19.8,101,1
101.3,43.98,19.8,101.3,1
96.5,44.38,19.8,96.5,1
96.5,44.38,19.8,97,1
96.5,44.38,19.8,97.5,1
96.5,44.38,19.8,98,1
96.5,44.38,19.8,98.5,1
96.5,44.38,19.8,99,1
96.5,44.38,19.8,99.5,1
96.5,44.38,19.8,100,1
96.5,44.38,19.8,100.5,1
96.5,44.38,19.8,101,1
96.5,44.38,19.8,101.3,1
97,44.38,19.8,96.5,1
97,44.38,19.8,97,1
97,44.38,19.8,97.5,1
97,44.38,19.8,98,1
97,44.38,19.8,98.5,1
97,44.38,19.8,99,1
97,44.38,19.8,99.5,1
97,44.38,19.8,100,1
97,44.38,19.8,100.5,1
97,44.38,19.8,101,1
97,44.38,19.8,101.3,1
97.5,44.38,19.8,96.5,1
97.5,44.38,19.8,97,1
97.5,44.38,19.8,97.5,1
97.5,44.38,19.8,98,1
97.5,44.38,19.8,98.5,1
97.5,44.38,19.8,99,1
97.5,44.38,19.8,99.5,1
97.5,44.38,19.8,100,1
97.5,44.38,19.8,100.5,1
97.5,44.38,19.8,101,1
97.5,44.38,19.8,101.3,1
98,44.38,19.8,96.5,1
98,44.38,19.8,97,1
98,44.38,19.8,97.5,1
98,44.38,19.8,98,1
98,44.38,19.8,98.5,1
98,44.38,19.8,99,1
98,44.38,19.8,99.5,1
98,44.38,19.8,100,1
98,44.38,19.8,100.5,1
98,44.38,19.8,101,1
98,44.38,19.8,101.3,1
98.5,44.38,19.8,96.5,1
98.5,44.38,19.8,97,1
98.5,44.38,19.8,97.5,1
98.5,44.38,19.8,98,1
98.5,44.38,19.8,98.5,1
98.5,44.38,19.8,99,1
98.5,44.38,19.8,99.5,1
98.5,44.38,19.8,100,1
98.5,44.38,19.8,100.5,1
98.5,44.38,19.8,101,1
98.5,44.38,19.8,101.3,1
99,44.38,19.8,96.5,1
99,44.38,19.8,97,1
99,44.38,19.8,97.5,1
99,44.38,19.8,98,1
99,44.38,19.8,98.5,1
99,44.38,19.8,99,1
99,44.38,19.8,99.5,1
99,44.38,19.8,100,1
99,44.38,19.8,100.5,1
99,44.38,19.8,101,1
99,44.38,19.8,101.3,1
99.5,44.38,19.8,96.5,1
99.5,44.38,19.8,97,1
99.5,44.38,19.8,97.5,1
99.5,44.38,19.8,98,1
99.5,44.38,19.8,98.5,1
99.5,44.38,19.8,99,1
99.5,44.38,19.8,99.5,1
99.5,44.38,19.8,100,1
99.5,44.38,19.8,100.5,1
99.5,44.38,19.8,101,1
99.5,44.38,19.8,101.3,1
100,44.38,19.8,96.5,1
100,44.38,19.8,97,1
100,44.38,19.8,97.5,1
100,44.38,19.8,98,1
100,44.38,19.8,98.5,1
100,44.38,19.8,99,1
100,44.38,19.8,99.5,1
100,44.38,19.8,100,1
100,44.38,19.8,100.5,1
100,44.38,19.8,101,1
100,44.38,19.8,101.3,1
100.5,44.38,19.8,96.5,1
100.5,44.38,19.8,97,1
100.5,44.38,19.8,97.5,1
100.5,44.38,19.8,98,1
100.5,44.38,19.8,98.5,1
100.5,44.38,19.8,99,1
100.5,44.38,19.8,99.5,1
100.5,44.38,19.8,100,1
100.5,44.38,19.8,100.5,1
100.5,44.38,19.8,101,1
100.5,44.38,19.8,101.3,1
101,44.38,19.8,96.5,1
101,44.38,19.8,97,1
101,44.38,19.8,97.5,1
101,44.38,19.8,98,1
101,44.38,19.8,98.5,1
101,44.38,19.8,99,1
101,44.38,19.8,99.5,1
101,44.38,19.8,100,1
101,44.38,19.8,100.5,1
101,44.38,19.8,101,1
101,44.38,19.8,101.3,1
101.3,44.38,19.8,96.5,1
101.3,44.38,19.8,97,1
101.3,44.38,19.8,97.5,1
101.3,44.38,19.8,98,1
101.3,44.38,19.8,98.5,1
101.3,44.38,19.8,99,1
101.3,44.38,19.8,99.5,1
101.3,44.38,19.8,100,1
101.3,44.38,19.8,100.5,1
101.3,44.38,19.8,101,1
101.3,44.38,19.8,101.3,1
101.6,44.4,20.32,101.6,2
101.6,44.4,20.32,102.1,2
101.6,44.4,20.32,102.6,2
101.6,44.4,20.32,103.1,2
101.6,44.4,20.32,103.6,2
101.6,44.4,20.32,104.1,2
101.6,44.4,20.32,104.6,2
101.6,44.4,20.32,105.1,2
101.6,44.4,20.32,105.6,2
101.6,44.4,20.32,106.1,2
101.6,44.4,20.32,106.6,2
101.6,44.4,20.82,101.6,2
101.6,44.4,20.82,102.1,2
101.6,44.4,20.82,102.6,2
101.6,44.4,20.82,103.1,2
101.6,44.4,20.82,103.6,2
101.6,44.4,20.82,104.1,2
101.6,44.4,20.82,104.6,2
101.6,44.4,20.82,105.1,2
101.6,44.4,20.82,105.6,2
101.6,44.4,20.82,106.1,2
101.6,44.4,20.82,106.6,2
101.6,44.4,21.3,101.6,2
101.6,44.4,21.3,102.1,2
101.6,44.4,21.3,102.6,2
101.6,44.4,21.3,103.1,2
101.6,44.4,21.3,103.6,2
101.6,44.4,21.3,104.1,2
101.6,44.4,21.3,104.6,2
101.6,44.4,21.3,105.1,2
101.6,44.4,21.3,105.6,2
101.6,44.4,21.3,106.1,2
101.6,44.4,21.3,106.6,2
101.6,44.9,20.32,101.6,2
101.6,44.9,20.32,102.1,2
101.6,44.9,20.32,102.6,2
101.6,44.9,20.32,103.1,2
101.6,44.9,20.32,103.6,2
101.6,44.9,20.32,104.1,2
101.6,44.9,20.32,104.6,2
101.6,44.9,20.32,105.1,2
101.6,44.9,20.32,105.6,2
101.6,44.9,20.32,106.1,2
101.6,44.9,20.32,106.6,2
101.6,44.9,20.82,101.6,2
101.6,44.9,20.82,102.1,2
101.6,44.9,20.82,102.6,2
101.6,44.9,20.82,103.1,2
101.6,44.9,20.82,103.6,2
101.6,44.9,20.82,104.1,2
101.6,44.9,20.82,104.6,2
101.6,44.9,20.82,105.1,2
101.6,44.9,20.82,105.6,2
101.6,44.9,20.82,106.1,2
101.6,44.9,20.82,106.6,2
101.6,44.9,21.3,101.6,2
101.6,44.9,21.3,102.1,2
101.6,44.9,21.3,102.6,2
101.6,44.9,21.3,103.1,2
101.6,44.9,21.3,103.6,2
101.6,44.9,21.3,104.1,2
101.6,44.9,21.3,104.6,2
101.6,44.9,21.3,105.1,2
101.6,44.9,21.3,105.6,2
101.6,44.9,21.3,106.1,2
101.6,44.9,21.3,106.6,2
101.6,45.4,20.32,101.6,2
101.6,45.4,20.32,102.1,2
101.6,45.4,20.32,102.6,2
101.6,45.4,20.32,103.1,2
101.6,45.4,20.32,103.6,2
101.6,45.4,20.32,104.1,2
101.6,45.4,20.32,104.6,2
101.6,45.4,20.32,105.1,2
101.6,45.4,20.32,105.6,2
101.6,45.4,20.32,106.1,2
101.6,45.4,20.32,106.6,2
101.6,45.4,20.82,101.6,2
101.6,45.4,20.82,102.1,2
101.6,45.4,20.82,102.6,2
101.6,45.4,20.82,103.1,2
101.6,45.4,20.82,103.6,2
101.6,45.4,20.82,104.1,2
101.6,45.4,20.82,104.6,2
101.6,45.4,20.82,105.1,2
101.6,45.4,20.82,105.6,2
101.6,45.4,20.82,106.1,2
101.6,45.4,20.82,106.6,2
101.6,45.4,21.3,101.6,2
101.6,45.4,21.3,102.1,2
101.6,45.4,21.3,102.6,2
101.6,45.4,21.3,103.1,2
101.6,45.4,21.3,103.6,2
101.6,45.4,21.3,104.1,2
101.6,45.4,21.3,104.6,2
101.6,45.4,21.3,105.1,2
101.6,45.4,21.3,105.6,2
101.6,45.4,21.3,106.1,2
101.6,45.4,21.3,106.6,2
101.6,45.9,20.32,101.6,2
101.6,45.9,20.32,102.1,2
101.6,45.9,20.32,102.6,2
101.6,45.9,20.32,103.1,2
101.6,45.9,20.32,103.6,2
101.6,45.9,20.32,104.1,2
101.6,45.9,20.32,104.6,2
101.6,45.9,20.32,105.1,2
101.6,45.9,20.32,105.6,2
101.6,45.9,20.32,106.1,2
101.6,45.9,20.32,106.6,2
101.6,45.9,20.82,101.6,2
101.6,45.9,20.82,102.1,2
101.6,45.9,20.82,102.6,2
101.6,45.9,20.82,103.1,2
101.6,45.9,20.82,103.6,2
101.6,45.9,20.82,104.1,2
101.6,45.9,20.82,104.6,2
101.6,45.9,20.82,105.1,2
101.6,45.9,20.82,105.6,2
101.6,45.9,20.82,106.1,2
101.6,45.9,20.82,106.6,2
101.6,45.9,21.3,101.6,2
101.6,45.9,21.3,102.1,2
101.6,45.9,21.3,102.6,2
101.6,45.9,21.3,103.1,2
101.6,45.9,21.3,103.6,2
101.6,45.9,21.3,104.1,2
101.6,45.9,21.3,104.6,2
101.6,45.9,21.3,105.1,2
101.6,45.9,21.3,105.6,2
101.6,45.9,21.3,106.1,2
101.6,45.9,21.3,106.6,2
101.6,46.4,20.32,101.6,2
101.6,46.4,20.32,102.1,2
101.6,46.4,20.32,102.6,2
101.6,46.4,20.32,103.1,2
101.6,46.4,20.32,103.6,2
101.6,46.4,20.32,104.1,2
101.6,46.4,20.32,104.6,2
101.6,46.4,20.32,105.1,2
101.6,46.4,20.32,105.6,2
101.6,46.4,20.32,106.1,2
101.6,46.4,20.32,106.6,2
101.6,46.4,20.82,101.6,2
101.6,46.4,20.82,102.1,2
101.6,46.4,20.82,102.6,2
101.6,46.4,20.82,103.1,2
101.6,46.4,20.82,103.6,2
101.6,46.4,20.82,104.1,2
101.6,46.4,20.82,104.6,2
101.6,46.4,20.82,105.1,2
101.6,46.4,20.82,105.6,2
101.6,46.4,20.82,106.1,2
101.6,46.4,20.82,106.6,2
101.6,46.4,21.3,101.6,2
101.6,46.4,21.3,102.1,2
101.6,46.4,21.3,102.6,2
101.6,46.4,21.3,103.1,2
101.6,46.4,21.3,103.6,2
101.6,46.4,21.3,104.1,2
101.6,46.4,21.3,104.6,2
101.6,46.4,21.3,105.1,2
101.6,46.4,21.3,105.6,2
101.6,46.4,21.3,106.1,2
101.6,46.4,21.3,106.6,2
101.6,46.7,20.32,101.6,2
101.6,46.7,20.32,102.1,2
101.6,46.7,20.32,102.6,2
101.6,46.7,20.32,103.1,2
101.6,46.7,20.32,103.6,2
101.6,46.7,20.32,104.1,2
101.6,46.7,20.32,104.6,2
101.6,46.7,20.32,105.1,2
101.6,46.7,20.32,105.6,2
101.6,46.7,20.32,106.1,2
101.6,46.7,20.32,106.6,2
101.6,46.7,20.82,101.6,2
101.6,46.7,20.82,102.1,2
101.6,46.7,20.82,102.6,2
101.6,46.7,20.82,103.1,2
101.6,46.7,20.82,103.6,2
101.6,46.7,20.82,104.1,2
101.6,46.7,20.82,104.6,2
101.6,46.7,20.82,105.1,2
101.6,46.7,20.82,105.6,2
101.6,46.7,20.82,106.1,2
101.6,46.7,20.82,106.6,2
101.6,46.7,21.3,101.6,2
101.6,46.7,21.3,102.1,2
101.6,46.7,21.3,102.6,2
101.6,46.7,21.3,103.1,2
101.6,46.7,21.3,103.6,2
101.6,46.7,21.3,104.1,2
101.6,46.7,21.3,104.6,2
101.6,46.7,21.3,105.1,2
101.6,46.7,21.3,105.6,2
101.6,46.7,21.3,106.1,2
101.6,46.7,21.3,106.6,2
102.1,44.4,20.32,101.6,2
102.1,44.4,20.32,102.1,2
102.1,44.4,20.32,102.6,2
102.1,44.4,20.32,103.1,2
102.1,44.4,20.32,103.6,2
102.1,44.4,20.32,104.1,2
102.1,44.4,20.32,104.6,2
102.1,44.4,20.32,105.1,2
102.1,44.4,20.32,105.6,2
102.1,44.4,20.32,106.1,2
102.1,44.4,20.32,106.6,2
102.1,44.4,20.82,101.6,2
102.1,44.4,20.82,102.1,2
102.1,44.4,20.82,102.6,2
102.1,44.4,20.82,103.1,2
102.1,44.4,20.82,103.6,2
102.1,44.4,20.82,104.1,2
102.1,44.4,20.82,104.6,2
102.1,44.4,20.82,105.1,2
102.1,44.4,20.82,105.6,2
102.1,44.4,20.82,106.1,2
102.1,44.4,20.82,106.6,2
102.1,44.4,21.3,101.6,2
102.1,44.4,21.3,102.1,2
102.1,44.4,21.3,102.6,2
102.1,44.4,21.3,103.1,2
102.1,44.4,21.3,103.6,2
102.1,44.4,21.3,104.1,2
102.1,44.4,21.3,104.6,2
102.1,44.4,21.3,105.1,2
102.1,44.4,21.3,105.6,2
102.1,44.4,21.3,106.1,2
102.1,44.4,21.3,106.6,2
102.1,44.9,20.32,101.6,2
102.1,44.9,20.32,102.1,2
102.1,44.9,20.32,102.6,2
102.1,44.9,20.32,103.1,2
102.1,44.9,20.32,103.6,2
102.1,44.9,20.32,104.1,2
102.1,44.9,20.32,104.6,2
102.1,44.9,20.32,105.1,2
102.1,44.9,20.32,105.6,2
102.1,44.9,20.32,106.1,2
102.1,44.9,20.32,106.6,2
102.1,44.9,20.82,101.6,2
102.1,44.9,20.82,102.1,2
102.1,44.9,20.82,102.6,2
102.1,44.9,20.82,103.1,2
102.1,44.9,20.82,103.6,2
102.1,44.9,20.82,104.1,2
102.1,44.9,20.82,104.6,2
102.1,44.9,20.82,105.1,2
102.1,44.9,20.82,105.6,2
102.1,44.9,20.82,106.1,2
102.1,44.9,20.82,106.6,2
102.1,44.9,21.3,101.6,2
102.1,44.9,21.3,102.1,2
102.1,44.9,21.3,102.6,2
102.1,44.9,21.3,103.1,2
102.1,44.9,21.3,103.6,2
102.1,44.9,21.3,104.1,2
102.1,44.9,21.3,104.6,2
102.1,44.9,21.3,105.1,2
102.1,44.9,21.3,105.6,2
102.1,44.9,21.3,106.1,2
102.1,44.9,21.3,106.6,2
102.1,45.4,20.32,101.6,2
102.1,45.4,20.32,102.1,2
102.1,45.4,20.32,102.6,2
102.1,45.4,20.32,103.1,2
102.1,45.4,20.32,103.6,2
102.1,45.4,20.32,104.1,2
102.1,45.4,20.32,104.6,2
102.1,45.4,20.32,105.1,2
102.1,45.4,20.32,105.6,2
102.1,45.4,20.32,106.1,2
102.1,45.4,20.32,106.6,2
102.1,45.4,20.82,101.6,2
102.1,45.4,20.82,102.1,2
102.1,45.4,20.82,102.6,2
102.1,45.4,20.82,103.1,2
102.1,45.4,20.82,103.6,2
102.1,45.4,20.82,104.1,2
102.1,45.4,20.82,104.6,2
102.1,45.4,20.82,105.1,2
102.1,45.4,20.82,105.6,2
102.1,45.4,20.82,106.1,2
102.1,45.4,20.82,106.6,2
102.1,45.4,21.3,101.6,2
102.1,45.4,21.3,102.1,2
102.1,45.4,21.3,102.6,2
102.1,45.4,21.3,103.1,2
102.1,45.4,21.3,103.6,2
102.1,45.4,21.3,104.1,2
102.1,45.4,21.3,104.6,2
102.1,45.4,21.3,105.1,2
102.1,45.4,21.3,105.6,2
102.1,45.4,21.3,106.1,2
102.1,45.4,21.3,106.6,2
102.1,45.9,20.32,101.6,2
