Chest,Shoulder,Sleeve_Length,Waist,Predicted_Size
88.5,41,46.5,75.5,1
88.5,41,46.5,76,1
88.5,41,46.5,76.5,1
88.5,41,46.5,77,1
88.5,41,46.5,77.5,1
88.5,41,46.5,78,1
88.5,41,46.5,78.5,1
88.5,41,46.5,79,1
88.5,41,46.5,79.5,1
88.5,41,46.5,79.75,1
88.5,41.25,45.5,71,1
88.5,41.25,45.5,71.5,1
88.5,41.25,45.5,72,1
88.5,41.25,45.5,72.5,1
88.5,41.25,45.5,73,1
88.5,41.25,45.5,73.5,1
88.5,41.25,45.5,74,1
88.5,41.25,45.5,74.5,1
88.5,41.25,45.5,75,1
88.5,41.25,45.5,75.5,1
88.5,41.25,45.5,76,1
88.5,41.25,45.5,76.5,1
88.5,41.25,45.5,77,1
88.5,41.25,45.5,77.5,1
88.5,41.25,45.5,78,1
88.5,41.25,45.5,78.5,1
88.5,41.25,45.5,79,1
88.5,41.25,45.5,79.5,1
88.5,41.25,45.5,79.75,1
88.5,41.25,46,71,1
88.5,41.25,46,71.5,1
88.5,41.25,46,72,1
88.5,41.25,46,72.5,1
88.5,41.25,46,73,1
88.5,41.25,46,73.5,1
88.5,41.25,46,74,1
88.5,41.25,46,74.5,1
88.5,41.25,46,75,1
88.5,41.25,46,75.5,1
88.5,41.25,46,76,1
88.5,41.25,46,76.5,1
88.5,41.25,46,77,1
88.5,41.25,46,77.5,1
88.5,41.25,46,78,1
88.5,41.25,46,78.5,1
88.5,41.25,46,79,1
88.5,41.25,46,79.5,1
88.5,41.25,46,79.75,1
88.5,41.25,46.5,71,1
88.5,41.25,46.5,71.5,1
88.5,41.25,46.5,72,1
88.5,41.25,46.5,72.5,1
88.5,41.25,46.5,73,1
88.5,41.25,46.5,73.5,1
88.5,41.25,46.5,74,1
88.5,41.25,46.5,74.5,1
88.5,41.25,46.5,75,1
88.5,41.25,46.5,75.5,1
88.5,41.25,46.5,76,1
88.5,41.25,46.5,76.5,1
88.5,41.25,46.5,77,1
88.5,41.25,46.5,77.5,1
88.5,41.25,46.5,78,1
88.5,41.25,46.5,78.5,1
88.5,41.25,46.5,79,1
88.5,41.25,46.5,79.5,1
88.5,41.25,46.5,79.75,1
88.5,39.5,45.5,71,1
88.5,39.5,45.5,71.5,1
88.5,39.5,45.5,72,1
88.5,39.5,45.5,72.5,1
88.5,39.5,45.5,73,1
88.5,39.5,45.5,73.5,1
88.5,39.5,45.5,74,1
88.5,39.5,45.5,74.5,1
88.5,39.5,45.5,75,1
88.5,39.5,45.5,75.5,1
88.5,39.5,45.5,76,1
88.5,39.5,45.5,76.5,1
88.5,39.5,45.5,77,1
88.5,39.5,45.5,77.5,1
88.5,39.5,45.5,78,1
88.5,39.5,45.5,78.5,1
88.5,39.5,45.5,79,1
88.5,39.5,45.5,79.5,1
88.5,39.5,45.5,79.75,1
88.5,39.5,46,71,1
88.5,39.5,46,71.5,1
88.5,39.5,46,72,1
88.5,39.5,46,72.5,1
88.5,39.5,46,73,1
88.5,39.5,46,73.5,1
88.5,39.5,46,74,1
88.5,39.5,46,74.5,1
88.5,39.5,46,75,1
88.5,39.5,46,75.5,1
88.5,39.5,46,76,1
88.5,39.5,46,76.5,1
88.5,39.5,46,77,1
88.5,39.5,46,77.5,1
88.5,39.5,46,78,1
88.5,39.5,46,78.5,1
88.5,39.5,46,79,1
88.5,39.5,46,79.5,1
88.5,39.5,46,79.75,1
88.5,39.5,46.5,71,1
88.5,39.5,46.5,71.5,1
88.5,39.5,46.5,72,1
88.5,39.5,46.5,72.5,1
88.5,39.5,46.5,73,1
88.5,39.5,46.5,73.5,1
88.5,39.5,46.5,74,1
88.5,39.5,46.5,74.5,1
88.5,39.5,46.5,75,1
88.5,39.5,46.5,75.5,1
88.5,39.5,46.5,76,1
88.5,39.5,46.5,76.5,1
88.5,39.5,46.5,77,1
88.5,39.5,46.5,77.5,1
88.5,39.5,46.5,78,1
88.5,39.5,46.5,78.5,1
88.5,39.5,46.5,79,1
88.5,39.5,46.5,79.5,1
88.5,39.5,46.5,79.75,1
88.5,40,45.5,71,1
88.5,40,45.5,71.5,1
88.5,40,45.5,72,1
88.5,40,45.5,72.5,1
88.5,40,45.5,73,1
88.5,40,45.5,73.5,1
88.5,40,45.5,74,1
88.5,40,45.5,74.5,1
88.5,40,45.5,75,1
88.5,40,45.5,75.5,1
88.5,40,45.5,76,1
88.5,40,45.5,76.5,1
88.5,40,45.5,77,1
88.5,40,45.5,77.5,1
88.5,40,45.5,78,1
88.5,40,45.5,78.5,1
88.5,40,45.5,79,1
88.5,40,45.5,79.5,1
88.5,40,45.5,79.75,1
88.5,40,46,71,1
88.5,40,46,71.5,1
88.5,40,46,72,1
88.5,40,46,72.5,1
88.5,40,46,73,1
88.5,40,46,73.5,1
88.5,40,46,74,1
88.5,40,46,74.5,1
88.5,40,46,75,1
88.5,40,46,75.5,1
88.5,40,46,76,1
88.5,40,46,76.5,1
88.5,40,46,77,1
88.5,40,46,77.5,1
88.5,40,46,78,1
88.5,40,46,78.5,1
88.5,40,46,79,1
88.5,40,46,79.5,1
88.5,40,46,79.75,1
88.5,40,46.5,71,1
88.5,40,46.5,71.5,1
88.5,40,46.5,72,1
88.5,40,46.5,72.5,1
88.5,40,46.5,73,1
88.5,40,46.5,73.5,1
88.5,40,46.5,74,1
88.5,40,46.5,74.5,1
88.5,40,46.5,75,1
88.5,40,46.5,75.5,1
88.5,40,46.5,76,1
88.5,40,46.5,76.5,1
88.5,40,46.5,77,1
88.5,40,46.5,77.5,1
88.5,40,46.5,78,1
88.5,40,46.5,78.5,1
88.5,40,46.5,79,1
88.5,40,46.5,79.5,1
88.5,40,46.5,79.75,1
88.5,40.5,45.5,71,1
88.5,40.5,45.5,71.5,1
88.5,40.5,45.5,72,1
88.5,40.5,45.5,72.5,1
88.5,40.5,45.5,73,1
88.5,40.5,45.5,73.5,1
88.5,40.5,45.5,74,1
88.5,40.5,45.5,74.5,1
88.5,40.5,45.5,75,1
88.5,40.5,45.5,75.5,1
88.5,40.5,45.5,76,1
88.5,40.5,45.5,76.5,1
88.5,40.5,45.5,77,1
88.5,40.5,45.5,77.5,1
88.5,40.5,45.5,78,1
88.5,40.5,45.5,78.5,1
88.5,40.5,45.5,79,1
88.5,40.5,45.5,79.5,1
88.5,40.5,45.5,79.75,1
88.5,40.5,46,71,1
88.5,40.5,46,71.5,1
88.5,40.5,46,72,1
88.5,40.5,46,72.5,1
88.5,40.5,46,73,1
88.5,40.5,46,73.5,1
88.5,40.5,46,74,1
88.5,40.5,46,74.5,1
88.5,40.5,46,75,1
88.5,40.5,46,75.5,1
88.5,40.5,46,76,1
88.5,40.5,46,76.5,1
88.5,40.5,46,77,1
88.5,40.5,46,77.5,1
88.5,40.5,46,78,1
88.5,40.5,46,78.5,1
88.5,40.5,46,79,1
88.5,40.5,46,79.5,1
88.5,40.5,46,79.75,1
88.5,40.5,46.5,71,1
88.5,40.5,46.5,71.5,1
88.5,40.5,46.5,72,1
88.5,40.5,46.5,72.5,1
88.5,40.5,46.5,73,1
88.5,40.5,46.5,73.5,1
88.5,40.5,46.5,74,1
88.5,40.5,46.5,74.5,1
88.5,40.5,46.5,75,1
88.5,40.5,46.5,75.5,1
88.5,40.5,46.5,76,1
88.5,40.5,46.5,76.5,1
88.5,40.5,46.5,77,1
88.5,40.5,46.5,77.5,1
88.5,40.5,46.5,78,1
88.5,40.5,46.5,78.5,1
88.5,40.5,46.5,79,1
88.5,40.5,46.5,79.5,1
88.5,40.5,46.5,79.75,1
88.5,41,45.5,71,1
88.5,41,45.5,71.5,1
88.5,41,45.5,72,1
88.5,41,45.5,72.5,1
88.5,41,45.5,73,1
88.5,41,45.5,73.5,1
88.5,41,45.5,74,1
88.5,41,45.5,74.5,1
88.5,41,45.5,75,1
88.5,41,45.5,75.5,1
88.5,41,45.5,76,1
88.5,41,45.5,76.5,1
88.5,41,45.5,77,1
88.5,41,45.5,77.5,1
88.5,41,45.5,78,1
88.5,41,45.5,78.5,1
88.5,41,45.5,79,1
88.5,41,45.5,79.5,1
88.5,41,45.5,79.75,1
88.5,41,46,71,1
88.5,41,46,71.5,1
88.5,41,46,72,1
88.5,41,46,72.5,1
88.5,41,46,73,1
88.5,41,46,73.5,1
88.5,41,46,74,1
88.5,41,46,74.5,1
88.5,41,46,75,1
88.5,41,46,75.5,1
88.5,41,46,76,1
88.5,41,46,76.5,1
88.5,41,46,77,1
88.5,41,46,77.5,1
88.5,41,46,78,1
88.5,41,46,78.5,1
88.5,41,46,79,1
88.5,41,46,79.5,1
88.5,41,46,79.75,1
88.5,41,46.5,71,1
88.5,41,46.5,71.5,1
88.5,41,46.5,72,1
88.5,41,46.5,72.5,1
88.5,41,46.5,73,1
88.5,41,46.5,73.5,1
88.5,41,46.5,74,1
88.5,41,46.5,74.5,1
88.5,41,46.5,75,1
88.5,41,46.5,75.5,1
88.5,41,46.5,76,1
88.5,41,46.5,76.5,1
88.5,41,46.5,77,1
88.5,41,46.5,77.5,1
88.5,41,46.5,78,1
88.5,41,46.5,78.5,1
88.5,41,46.5,79,1
88.5,41,46.5,79.5,1
88.5,41,46.5,79.75,1
88.5,41.25,45.5,71,1
88.5,41.25,45.5,71.5,1
88.5,41.25,45.5,72,1
88.5,41.25,45.5,72.5,1
88.5,41.25,45.5,73,1
88.5,41.25,45.5,73.5,1
88.5,41.25,45.5,74,1
88.5,41.25,45.5,74.5,1
88.5,41.25,45.5,75,1
88.5,41.25,45.5,75.5,1
88.5,41.25,45.5,76,1
88.5,41.25,45.5,76.5,1
88.5,41.25,45.5,77,1
88.5,41.25,45.5,77.5,1
88.5,41.25,45.5,78,1
88.5,41.25,45.5,78.5,1
88.5,41.25,45.5,79,1
88.5,41.25,45.5,79.5,1
88.5,41.25,45.5,79.75,1
88.5,41.25,46,71,1
88.5,41.25,46,71.5,1
88.5,41.25,46,72,1
88.5,41.25,46,72.5,1
88.5,41.25,46,73,1
88.5,41.25,46,73.5,1
88.5,41.25,46,74,1
88.5,41.25,46,74.5,1
88.5,41.25,46,75,1
88.5,41.25,46,75.5,1
88.5,41.25,46,76,1
88.5,41.25,46,76.5,1
88.5,41.25,46,77,1
88.5,41.25,46,77.5,1
88.5,41.25,46,78,1
88.5,41.25,46,78.5,1
88.5,41.25,46,79,1
88.5,41.25,46,79.5,1
88.5,41.25,46,79.75,1
88.5,41.25,46.5,71,1
88.5,41.25,46.5,71.5,1
88.5,41.25,46.5,72,1
88.5,41.25,46.5,72.5,1
88.5,41.25,46.5,73,1
88.5,41.25,46.5,73.5,1
88.5,41.25,46.5,74,1
88.5,41.25,46.5,74.5,1
88.5,41.25,46.5,75,1
88.5,41.25,46.5,75.5,1
88.5,41.25,46.5,76,1
88.5,41.25,46.5,76.5,1
88.5,41.25,46.5,77,1
88.5,41.25,46.5,77.5,1
88.5,41.25,46.5,78,1
88.5,41.25,46.5,78.5,1
88.5,41.25,46.5,79,1
88.5,41.25,46.5,79.5,1
88.5,41.25,46.5,79.75,1
89,39.5,45.5,71,1
89,39.5,45.5,71.5,1
89,39.5,45.5,72,1
89,39.5,45.5,72.5,1
89,39.5,45.5,73,1
89,39.5,45.5,73.5,1
89,39.5,45.5,74,1
89,39.5,45.5,74.5,1
89,39.5,45.5,75,1
89,39.5,45.5,75.5,1
89,39.5,45.5,76,1
89,39.5,45.5,76.5,1
89,39.5,45.5,77,1
89,39.5,45.5,77.5,1
89,39.5,45.5,78,1
89,39.5,45.5,78.5,1
89,39.5,45.5,79,1
89,39.5,45.5,79.5,1
89,39.5,45.5,79.75,1
89,39.5,46,71,1
89,39.5,46,71.5,1
89,39.5,46,72,1
89,39.5,46,72.5,1
89,39.5,46,73,1
89,39.5,46,73.5,1
89,39.5,46,74,1
89,39.5,46,74.5,1
89,39.5,46,75,1
89,39.5,46,75.5,1
89,39.5,46,76,1
89,39.5,46,76.5,1
89,39.5,46,77,1
89,39.5,46,77.5,1
89,39.5,46,78,1
89,39.5,46,78.5,1
89,39.5,46,79,1
89,39.5,46,79.5,1
89,39.5,46,79.75,1
89,39.5,46.5,71,1
89,39.5,46.5,71.5,1
89,39.5,46.5,72,1
89,39.5,46.5,72.5,1
89,39.5,46.5,73,1
89,39.5,46.5,73.5,1
89,39.5,46.5,74,1
89,39.5,46.5,74.5,1
89,39.5,46.5,75,1
89,39.5,46.5,75.5,1
89,39.5,46.5,76,1
89,39.5,46.5,76.5,1
89,39.5,46.5,77,1
89,39.5,46.5,77.5,1
89,39.5,46.5,78,1
89,39.5,46.5,78.5,1
89,39.5,46.5,79,1
89,39.5,46.5,79.5,1
89,39.5,46.5,79.75,1
89,40,45.5,71,1
89,40,45.5,71.5,1
89,40,45.5,72,1
89,40,45.5,72.5,1
89,40,45.5,73,1
89,40,45.5,73.5,1
89,40,45.5,74,1
89,40,45.5,74.5,1
89,40,45.5,75,1
89,40,45.5,75.5,1
89,40,45.5,76,1
89,40,45.5,76.5,1
89,40,45.5,77,1
89,40,45.5,77.5,1
89,40,45.5,78,1
89,40,45.5,78.5,1
89,40,45.5,79,1
89,40,45.5,79.5,1
89,40,45.5,79.75,1
89,40,46,71,1
89,40,46,71.5,1
89,40,46,72,1
89,40,46,72.5,1
89,40,46,73,1
89,40,46,73.5,1
89,40,46,74,1
89,40,46,74.5,1
89,40,46,75,1
89,40,46,75.5,1
89,40,46,76,1
89,40,46,76.5,1
89,40,46,77,1
89,40,46,77.5,1
89,40,46,78,1
89,40,46,78.5,1
89,40,46,79,1
89,40,46,79.5,1
89,40,46,79.75,1
89,40,46.5,71,1
89,40,46.5,71.5,1
89,40,46.5,72,1
89,40,46.5,72.5,1
89,40,46.5,73,1
89,40,46.5,73.5,1
89,40,46.5,74,1
89,40,46.5,74.5,1
89,40,46.5,75,1
89,40,46.5,75.5,1
89,40,46.5,76,1
89,40,46.5,76.5,1
89,40,46.5,77,1
89,40,46.5,77.5,1
89,40,46.5,78,1
89,40,46.5,78.5,1
89,40,46.5,79,1
89,40,46.5,79.5,1
89,40,46.5,79.75,1
89,40.5,45.5,71,1
89,40.5,45.5,71.5,1
89,40.5,45.5,72,1
89,40.5,45.5,72.5,1
89,40.5,45.5,73,1
89,40.5,45.5,73.5,1
89,40.5,45.5,74,1
89,40.5,45.5,74.5,1
89,40.5,45.5,75,1
89,40.5,45.5,75.5,1
89,40.5,45.5,76,1
89,40.5,45.5,76.5,1
89,40.5,45.5,77,1
89,40.5,45.5,77.5,1
89,40.5,45.5,78,1
89,40.5,45.5,78.5,1
89,40.5,45.5,79,1
89,40.5,45.5,79.5,1
89,40.5,45.5,79.75,1
89,40.5,46,71,1
89,40.5,46,71.5,1
89,40.5,46,72,1
89,40.5,46,72.5,1
89,40.5,46,73,1
89,40.5,46,73.5,1
89,40.5,46,74,1
89,40.5,46,74.5,1
89,40.5,46,75,1
89,40.5,46,75.5,1
89,40.5,46,76,1
89,40.5,46,76.5,1
89,40.5,46,77,1
89,40.5,46,77.5,1
89,40.5,46,78,1
89,40.5,46,78.5,1
89,40.5,46,79,1
89,40.5,46,79.5,1
89,40.5,46,79.75,1
89,40.5,46.5,71,1
89,40.5,46.5,71.5,1
89,40.5,46.5,72,1
89,40.5,46.5,72.5,1
89,40.5,46.5,73,1
89,40.5,46.5,73.5,1
89,40.5,46.5,74,1
89,40.5,46.5,74.5,1
89,40.5,46.5,75,1
89,40.5,46.5,75.5,1
89,40.5,46.5,76,1
89,40.5,46.5,76.5,1
89,40.5,46.5,77,1
89,40.5,46.5,77.5,1
89,40.5,46.5,78,1
89,40.5,46.5,78.5,1
89,40.5,46.5,79,1
89,40.5,46.5,79.5,1
89,40.5,46.5,79.75,1
89,41,45.5,71,1
89,41,45.5,71.5,1
89,41,45.5,72,1
89,41,45.5,72.5,1
89,41,45.5,73,1
89,41,45.5,73.5,1
89,41,45.5,74,1
89,41,45.5,74.5,1
89,41,45.5,75,1
89,41,45.5,75.5,1
89,41,45.5,76,1
89,41,45.5,76.5,1
89,41,45.5,77,1
89,41,45.5,77.5,1
89,41,45.5,78,1
89,41,45.5,78.5,1
89,41,45.5,79,1
89,41,45.5,79.5,1
89,41,45.5,79.75,1
89,41,46,71,1
89,41,46,71.5,1
89,41,46,72,1
89,41,46,72.5,1
89,41,46,73,1
89,41,46,73.5,1
89,41,46,74,1
89,41,46,74.5,1
89,41,46,75,1
89,41,46,75.5,1
89,41,46,76,1
89,41,46,76.5,1
89,41,46,77,1
89,41,46,77.5,1
89,41,46,78,1
89,41,46,78.5,1
89,41,46,79,1
89,41,46,79.5,1
89,41,46,79.75,1
89,41,46.5,71,1
89,41,46.5,71.5,1
89,41,46.5,72,1
89,41,46.5,72.5,1
89,41,46.5,73,1
89,41,46.5,73.5,1
89,41,46.5,74,1
89,41,46.5,74.5,1
89,41,46.5,75,1
89,41,46.5,75.5,1
89,41,46.5,76,1
89,41,46.5,76.5,1
89,41,46.5,77,1
89,41,46.5,77.5,1
89,41,46.5,78,1
89,41,46.5,78.5,1
89,41,46.5,79,1
89,41,46.5,79.5,1
89,41,46.5,79.75,1
89,41.25,45.5,71,1
89,41.25,45.5,71.5,1
89,41.25,45.5,72,1
89,41.25,45.5,72.5,1
89,41.25,45.5,73,1
89,41.25,45.5,73.5,1
89,41.25,45.5,74,1
89,41.25,45.5,74.5,1
89,41.25,45.5,75,1
89,41.25,45.5,75.5,1
89,41.25,45.5,76,1
89,41.25,45.5,76.5,1
89,41.25,45.5,77,1
89,41.25,45.5,77.5,1
89,41.25,45.5,78,1
89,41.25,45.5,78.5,1
89,41.25,45.5,79,1
89,41.25,45.5,79.5,1
89,41.25,45.5,79.75,1
89,41.25,46,71,1
89,41.25,46,71.5,1
89,41.25,46,72,1
89,41.25,46,72.5,1
89,41.25,46,73,1
89,41.25,46,73.5,1
89,41.25,46,74,1
89,41.25,46,74.5,1
89,41.25,46,75,1
89,41.25,46,75.5,1
89,41.25,46,76,1
89,41.25,46,76.5,1
89,41.25,46,77,1
89,41.25,46,77.5,1
89,41.25,46,78,1
89,41.25,46,78.5,1
89,41.25,46,79,1
89,41.25,46,79.5,1
89,41.25,46,79.75,1
89,41.25,46.5,71,1
89,41.25,46.5,71.5,1
89,41.25,46.5,72,1
89,41.25,46.5,72.5,1
89,41.25,46.5,73,1
89,41.25,46.5,73.5,1
89,41.25,46.5,74,1
89,41.25,46.5,74.5,1
89,41.25,46.5,75,1
89,41.25,46.5,75.5,1
89,41.25,46.5,76,1
89,41.25,46.5,76.5,1
89,41.25,46.5,77,1
89,41.25,46.5,77.5,1
89,41.25,46.5,78,1
89,41.25,46.5,78.5,1
89,41.25,46.5,79,1
89,41.25,46.5,79.5,1
89,41.25,46.5,79.75,1
89,39.5,45.5,71,1
89,39.5,45.5,71.5,1
89,39.5,45.5,72,1
89,39.5,45.5,72.5,1
89,39.5,45.5,73,1
89,39.5,45.5,73.5,1
89,39.5,45.5,74,1
89,39.5,45.5,74.5,1
89,39.5,45.5,75,1
89,39.5,45.5,75.5,1
89,39.5,45.5,76,1
89,39.5,45.5,76.5,1
89,39.5,45.5,77,1
89,39.5,45.5,77.5,1
89,39.5,45.5,78,1
89,39.5,45.5,78.5,1
89,39.5,45.5,79,1
89,39.5,45.5,79.5,1
89,39.5,45.5,79.75,1
89,39.5,46,71,1
89,39.5,46,71.5,1
89,39.5,46,72,1
89,39.5,46,72.5,1
89,39.5,46,73,1
89,39.5,46,73.5,1
89,39.5,46,74,1
89,39.5,46,74.5,1
89,39.5,46,75,1
89,39.5,46,75.5,1
89,39.5,46,76,1
89,39.5,46,76.5,1
89,39.5,46,77,1
89,39.5,46,77.5,1
89,39.5,46,78,1
89,39.5,46,78.5,1
89,39.5,46,79,1
89,39.5,46,79.5,1
89,39.5,46,79.75,1
89,39.5,46.5,71,1
89,39.5,46.5,71.5,1
89,39.5,46.5,72,1
89,39.5,46.5,72.5,1
89,39.5,46.5,73,1
89,39.5,46.5,73.5,1
89,39.5,46.5,74,1
89,39.5,46.5,74.5,1
89,39.5,46.5,75,1
89,39.5,46.5,75.5,1
89,39.5,46.5,76,1
89,39.5,46.5,76.5,1
89,39.5,46.5,77,1
89,39.5,46.5,77.5,1
89,39.5,46.5,78,1
89,39.5,46.5,78.5,1
89,39.5,46.5,79,1
89,39.5,46.5,79.5,1
89,39.5,46.5,79.75,1
89,40,45.5,71,1
89,40,45.5,71.5,1
89,40,45.5,72,1
89,40,45.5,72.5,1
89,40,45.5,73,1
89,40,45.5,73.5,1
89,40,45.5,74,1
89,40,45.5,74.5,1
89,40,45.5,75,1
89,40,45.5,75.5,1
89,40,45.5,76,1
89,40,45.5,76.5,1
89,40,45.5,77,1
89,40,45.5,77.5,1
89,40,45.5,78,1
89,40,45.5,78.5,1
89,40,45.5,79,1
89,40,45.5,79.5,1
89,40,45.5,79.75,1
89,40,46,71,1
89,40,46,71.5,1
89,40,46,72,1
89,40,46,72.5,1
89,40,46,73,1
89,40,46,73.5,1
89,40,46,74,1
89,40,46,74.5,1
89,40,46,75,1
89,40,46,75.5,1
89,40,46,76,1
89,40,46,76.5,1
89,40,46,77,1
89,40,46,77.5,1
89,40,46,78,1
89,40,46,78.5,1
89,40,46,79,1
89,40,46,79.5,1
89,40,46,79.75,1
89,40,46.5,71,1
89,40,46.5,71.5,1
89,40,46.5,72,1
89,40,46.5,72.5,1
89,40,46.5,73,1
89,40,46.5,73.5,1
89,40,46.5,74,1
89,40,46.5,74.5,1
89,40,46.5,75,1
89,40,46.5,75.5,1
89,40,46.5,76,1
89,40,46.5,76.5,1
89,40,46.5,77,1
89,40,46.5,77.5,1
89,40,46.5,78,1
89,40,46.5,78.5,1
89,40,46.5,79,1
89,40,46.5,79.5,1
89,40,46.5,79.75,1
89,40.5,45.5,71,1
89,40.5,45.5,71.5,1
89,40.5,45.5,72,1
89,40.5,45.5,72.5,1
89,40.5,45.5,73,1
89,40.5,45.5,73.5,1
89,40.5,45.5,74,1
89,40.5,45.5,74.5,1
89,40.5,45.5,75,1
89,40.5,45.5,75.5,1
89,40.5,45.5,76,1
89,40.5,45.5,76.5,1
89,40.5,45.5,77,1
89,40.5,45.5,77.5,1
89,40.5,45.5,78,1
89,40.5,45.5,78.5,1
89,40.5,45.5,79,1
89,40.5,45.5,79.5,1
89,40.5,45.5,79.75,1
89,40.5,46,71,1
89,40.5,46,71.5,1
89,40.5,46,72,1
89,40.5,46,72.5,1
89,40.5,46,73,1
89,40.5,46,73.5,1
89,40.5,46,74,1
89,40.5,46,74.5,1
89,40.5,46,75,1
89,40.5,46,75.5,1
89,40.5,46,76,1
89,40.5,46,76.5,1
89,40.5,46,77,1
89,40.5,46,77.5,1
89,40.5,46,78,1
89,40.5,46,78.5,1
89,40.5,46,79,1
89,40.5,46,79.5,1
89,40.5,46,79.75,1
89,40.5,46.5,71,1
89,40.5,46.5,71.5,1
89,40.5,46.5,72,1
89,40.5,46.5,72.5,1
89,40.5,46.5,73,1
89,40.5,46.5,73.5,1
89,40.5,46.5,74,1
89,40.5,46.5,74.5,1
89,40.5,46.5,75,1
89,40.5,46.5,75.5,1
89,40.5,46.5,76,1
89,40.5,46.5,76.5,1
89,40.5,46.5,77,1
89,40.5,46.5,77.5,1
89,40.5,46.5,78,1
89,40.5,46.5,78.5,1
89,40.5,46.5,79,1
89,40.5,46.5,79.5,1
89,40.5,46.5,79.75,1
89,41,45.5,71,1
89,41,45.5,71.5,1
89,41,45.5,72,1
89,41,45.5,72.5,1
89,41,45.5,73,1
89,41,45.5,73.5,1
89,41,45.5,74,1
89,41,45.5,74.5,1
89,41,45.5,75,1
89,41,45.5,75.5,1
89,41,45.5,76,1
89,41,45.5,76.5,1
89,41,45.5,77,1
89,41,45.5,77.5,1
89,41,45.5,78,1
89,41,45.5,78.5,1
89,41,45.5,79,1
89,41,45.5,79.5,1
89,41,45.5,79.75,1
89,41,46,71,1
89,41,46,71.5,1
89,41,46,72,1
89,41,46,72.5,1
89,41,46,73,1
89,41,46,73.5,1
89,41,46,74,1
89,41,46,74.5,1
89,41,46,75,1
89,41,46,75.5,1
89,41,46,76,1
89,41,46,76.5,1
89,41,46,77,1
89,41,46,77.5,1
89,41,46,78,1
89,41,46,78.5,1
89,41,46,79,1
89,41,46,79.5,1
89,41,46,79.75,1
89,41,46.5,71,1
89,41,46.5,71.5,1
89,41,46.5,72,1
89,41,46.5,72.5,1
89,41,46.5,73,1
89,41,46.5,73.5,1
89,41,46.5,74,1
89,41,46.5,74.5,1
89,41,46.5,75,1
89,41,46.5,75.5,1
89,41,46.5,76,1
89,41,46.5,76.5,1
89,41,46.5,77,1
89,41,46.5,77.5,1
89,41,46.5,78,1
89,41,46.5,78.5,1
89,41,46.5,79,1
89,41,46.5,79.5,1
89,41,46.5,79.75,1
89,41.25,45.5,71,1
89,41.25,45.5,71.5,1
89,41.25,45.5,72,1
89,41.25,45.5,72.5,1
89,41.25,45.5,73,1
89,41.25,45.5,73.5,1
89,41.25,45.5,74,1
89,41.25,45.5,74.5,1
89,41.25,45.5,75,1
89,41.25,45.5,75.5,1
89,41.25,45.5,76,1
89,41.25,45.5,76.5,1
89,41.25,45.5,77,1
89,41.25,45.5,77.5,1
89,41.25,45.5,78,1
89,41.25,45.5,78.5,1
89,41.25,45.5,79,1
89,41.25,45.5,79.5,1
89,41.25,45.5,79.75,1
89,41.25,46,71,1
89,41.25,46,71.5,1
89,41.25,46,72,1
89,41.25,46,72.5,1
89,41.25,46,73,1
89,41.25,46,73.5,1
89,41.25,46,74,1
89,41.25,46,74.5,1
89,41.25,46,75,1
89,41.25,46,75.5,1
89,41.25,46,76,1
89,41.25,46,76.5,1
89,41.25,46,77,1
89,41.25,46,77.5,1
89,41.25,46,78,1
89,41.25,46,78.5,1
89,41.25,46,79,1
89,41.25,46,79.5,1
89,41.25,46,79.75,1
89,41.25,46.5,71,1
89,41.25,46.5,71.5,1
89,41.25,46.5,72,1
89,41.25,46.5,72.5,1
89,41.25,46.5,73,1
89,41.25,46.5,73.5,1
89,41.25,46.5,74,1
89,41.25,46.5,74.5,1
89,41.25,46.5,75,1
89,41.25,46.5,75.5,1
89,41.25,46.5,76,1
89,41.25,46.5,76.5,1
89,41.25,46.5,77,1
89,41.25,46.5,77.5,1
89,41.25,46.5,78,1
89,41.25,46.5,78.5,1
89,41.25,46.5,79,1
89,41.25,46.5,79.5,1
89,41.25,46.5,79.75,1
89,39.5,45.5,71,1
89,39.5,45.5,71.5,1
89,39.5,45.5,72,1
89,39.5,45.5,72.5,1
89,39.5,45.5,73,1
89,39.5,45.5,73.5,1
89,39.5,45.5,74,1
89,39.5,45.5,74.5,1
89,39.5,45.5,75,1
89,39.5,45.5,75.5,1
89,39.5,45.5,76,1
89,39.5,45.5,76.5,1
89,39.5,45.5,77,1
89,39.5,45.5,77.5,1
89,39.5,45.5,78,1
89,39.5,45.5,78.5,1
89,39.5,45.5,79,1
89,39.5,45.5,79.5,1
89,39.5,45.5,79.75,1
89,39.5,46,71,1
89,39.5,46,71.5,1
89,39.5,46,72,1
89,39.5,46,72.5,1
89,39.5,46,73,1
89,39.5,46,73.5,1
89,39.5,46,74,1
89,39.5,46,74.5,1
89,39.5,46,75,1
89,39.5,46,75.5,1
89,39.5,46,76,1
89,39.5,46,76.5,1
89,39.5,46,77,1
89,39.5,46,77.5,1
89,39.5,46,78,1
89,39.5,46,78.5,1
89,39.5,46,79,1
89,39.5,46,79.5,1
89,39.5,46,79.75,1
89,39.5,46.5,71,1
89,39.5,46.5,71.5,1
89,39.5,46.5,72,1
89,39.5,46.5,72.5,1
89,39.5,46.5,73,1
89,39.5,46.5,73.5,1
89,39.5,46.5,74,1
89,39.5,46.5,74.5,1
89,39.5,46.5,75,1
89,39.5,46.5,75.5,1
